Product,Type,Release Date,Process Size (nm),TDP (W),Transistors (million),Freq (MHz),Vendor
AMD Radeon R5 310 OEM,GPU,2015-05-05,40.0,35.0,370.0,775.0,AMD
NVIDIA GeForce 8400 GS PCI,GPU,2007-12-04,65.0,25.0,210.0,567.0,NVIDIA
NVIDIA GeForce GTX TITAN X,GPU,2015-03-17,28.0,250.0,8000.0,1000.0,NVIDIA
NVIDIA GeForce 9800 GTX+,GPU,2009-01-16,55.0,141.0,754.0,738.0,NVIDIA
NVIDIA GeForce 310M,GPU,2010-01-10,40.0,14.0,260.0,625.0,NVIDIA
NVIDIA GeForce 8600 GTS,GPU,2007-04-17,80.0,60.0,289.0,675.0,NVIDIA
NVIDIA GeForce GT 220,GPU,2010-01-26,65.0,58.0,505.0,600.0,NVIDIA
NVIDIA GeForce 8400M GT,GPU,2007-05-09,80.0,14.0,210.0,450.0,NVIDIA
NVIDIA GeForce GTX 1060 6 GB 9Gbps,GPU,2017-04-20,16.0,120.0,4400.0,1506.0,NVIDIA
AMD Radeon R7 450 OEM,GPU,2016-06-30,28.0,65.0,1500.0,925.0,AMD
ATI Mobility Radeon HD 5470,GPU,2010-01-07,40.0,15.0,292.0,750.0,ATI
AMD Radeon HD 6610M,GPU,2011-01-04,40.0,26.0,716.0,450.0,AMD
NVIDIA GeForce GT 520 OEM,GPU,2012-02-01,40.0,29.0,585.0,700.0,NVIDIA
AMD Radeon R9 M395X Mac Edition,GPU,2015-05-05,28.0,250.0,5000.0,909.0,AMD
AMD Radeon Pro SSG,GPU,2017-08-08,14.0,260.0,12500.0,1440.0,AMD
NVIDIA GeForce GTX 570M,GPU,2011-06-28,40.0,75.0,1950.0,575.0,NVIDIA
ATI Radeon HD 3730,GPU,2008-10-05,55.0,65.0,378.0,722.0,ATI
NVIDIA P106M,GPU,2019-01-23,16.0,75.0,4400.0,1291.0,NVIDIA
NVIDIA GeForce G105M,GPU,2009-12-14,40.0,14.0,260.0,535.0,NVIDIA
NVIDIA GRID RTX T10-16,GPU,NaT,12.0,260.0,18600.0,1065.0,NVIDIA
NVIDIA GeForce GT 640M,GPU,2012-03-22,28.0,32.0,1270.0,625.0,NVIDIA
ATI Radeon HD 4550,GPU,2008-09-30,55.0,25.0,242.0,600.0,ATI
NVIDIA GeForce GTX 780M,GPU,2013-05-11,28.0,122.0,3540.0,771.0,NVIDIA
ATI Radeon 8500 LE,GPU,2002-02-04,150.0,23.0,60.0,250.0,ATI
AMD Radeon E6760 MXM,GPU,2011-05-02,40.0,45.0,716.0,600.0,AMD
AMD FirePro W7100,GPU,2014-08-12,28.0,150.0,5000.0,920.0,AMD
NVIDIA Quadro K3000M,GPU,2012-06-01,28.0,75.0,3540.0,654.0,NVIDIA
NVIDIA GeForce GTX 660M Mac Edition,GPU,2013-04-01,28.0,50.0,1270.0,950.0,NVIDIA
NVIDIA GeForce 9600M GT Mac Edition,GPU,2008-10-25,55.0,23.0,314.0,500.0,NVIDIA
AMD Radeon 520 Mobile,GPU,2017-04-18,28.0,50.0,690.0,1030.0,AMD
NVIDIA GeForce 710M,GPU,2013-07-24,28.0,15.0,1020.0,719.0,NVIDIA
AMD Radeon HD 8950M,GPU,2013-05-14,28.0,100.0,2080.0,1075.0,AMD
ATI Radeon X1600 XT,GPU,2007-10-01,90.0,42.0,157.0,590.0,ATI
NVIDIA ION HX,GPU,2008-06-03,65.0,20.0,282.0,450.0,NVIDIA
NVIDIA GeForce GTX 670MX,GPU,2012-10-01,28.0,75.0,3540.0,601.0,NVIDIA
AMD Radeon E8950,GPU,2015-09-29,28.0,95.0,5000.0,735.0,AMD
AMD Radeon R4 Mobile Graphics,GPU,2014-09-17,28.0,17.0,2410.0,533.0,AMD
NVIDIA GeForce GTX 1070 Ti,GPU,2017-11-02,16.0,180.0,7200.0,1607.0,NVIDIA
NVIDIA NVS 810,GPU,2015-11-04,28.0,68.0,1870.0,902.0,NVIDIA
AMD Radeon Pro 555X,GPU,2018-07-16,14.0,75.0,3000.0,907.0,AMD
NVIDIA Quadro P5200 Max-Q,GPU,2018-02-21,16.0,100.0,7200.0,1316.0,NVIDIA
AMD Radeon R9 370X,GPU,2015-08-27,28.0,180.0,2800.0,980.0,AMD
AMD Radeon Vega 3 Mobile,GPU,2019-01-06,14.0,15.0,4940.0,300.0,AMD
AMD Radeon HD 7950M,GPU,2012-04-24,28.0,75.0,2800.0,700.0,AMD
ATI Mobility Radeon HD 5750,GPU,2010-01-07,40.0,25.0,627.0,550.0,ATI
AMD Radeon Vega 8,GPU,2018-02-12,14.0,65.0,4940.0,300.0,AMD
NVIDIA GRID K1,GPU,2013-03-18,28.0,130.0,1270.0,850.0,NVIDIA
NVIDIA GeForce G100 OEM,GPU,2009-03-10,65.0,35.0,210.0,540.0,NVIDIA
AMD Radeon R7 360,GPU,2015-06-18,28.0,100.0,2080.0,1000.0,AMD
NVIDIA GeForce MX250,GPU,2019-02-21,14.0,25.0,1800.0,1519.0,NVIDIA
NVIDIA Quadro K2100M,GPU,2013-07-23,28.0,55.0,2540.0,667.0,NVIDIA
NVIDIA Quadro FX 1800M,GPU,2009-06-15,40.0,45.0,727.0,561.0,NVIDIA
NVIDIA Tesla K40st,GPU,2013-11-22,28.0,245.0,7080.0,575.0,NVIDIA
NVIDIA RTX A4000,GPU,2021-04-12,8.0,140.0,17400.0,735.0,NVIDIA
NVIDIA GeForce GT 130M,GPU,2009-01-08,55.0,23.0,314.0,600.0,NVIDIA
AMD Radeon Vega 11 Embedded,GPU,2018-02-13,14.0,35.0,4940.0,300.0,AMD
NVIDIA GeForce RTX 3070 Ti,GPU,2021-01-01,8.0,200.0,17400.0,1575.0,NVIDIA
NVIDIA GeForce 8600 GT,GPU,2007-04-17,80.0,47.0,289.0,540.0,NVIDIA
NVIDIA Quadro Plex 2200 S4,GPU,2008-07-25,55.0,600.0,1400.0,648.0,NVIDIA
NVIDIA GeForce RTX 2080 Max-Q,GPU,2019-01-29,12.0,90.0,13600.0,735.0,NVIDIA
AMD Radeon HD 7670 OEM,GPU,2012-01-05,40.0,66.0,716.0,800.0,AMD
AMD Radeon Pro 5700 XT,GPU,2020-08-04,7.0,130.0,10300.0,1243.0,AMD
ATI FirePro V9800,GPU,2010-09-09,40.0,250.0,2154.0,850.0,ATI
AMD Radeon R5 435 OEM,GPU,2016-06-30,28.0,50.0,690.0,1030.0,AMD
NVIDIA Quadro RTX 4000,GPU,2018-11-13,12.0,160.0,13600.0,1005.0,NVIDIA
NVIDIA GeForce 7950 GT AGP,GPU,2007-04-02,90.0,65.0,278.0,500.0,NVIDIA
ATI Radeon X800 XT,GPU,2004-12-01,130.0,54.0,160.0,500.0,ATI
AMD Radeon HD 6350,GPU,2011-02-07,40.0,19.0,292.0,650.0,AMD
AMD Radeon HD 6870,GPU,2010-10-21,40.0,151.0,1700.0,900.0,AMD
ATI Radeon X1700 FSC,GPU,2007-11-05,80.0,44.0,330.0,587.0,ATI
NVIDIA GeForce 615,GPU,2012-05-15,40.0,49.0,585.0,660.0,NVIDIA
NVIDIA Switch GPU 16nm,GPU,2019-08-16,16.0,15.0,2000.0,384.0,NVIDIA
AMD Radeon RX 560 896SP,GPU,2017-07-04,14.0,45.0,3000.0,1090.0,AMD
AMD Radeon HD 8350G IGP,GPU,2013-03-12,32.0,35.0,1303.0,514.0,AMD
AMD Radeon HD 8990 OEM,GPU,2013-04-24,28.0,375.0,4313.0,950.0,AMD
NVIDIA GeForce GTX 560 Ti X2,GPU,2011-01-25,40.0,170.0,1950.0,850.0,NVIDIA
AMD Radeon Pro 5700,GPU,2020-08-04,7.0,130.0,10300.0,1243.0,AMD
AMD Radeon HD 8550G IGP,GPU,2013-05-23,32.0,35.0,1303.0,515.0,AMD
NVIDIA GeForce 810M,GPU,2015-03-21,28.0,45.0,1270.0,835.0,NVIDIA
AMD Radeon HD 6550A,GPU,2011-02-07,40.0,35.0,627.0,550.0,AMD
AMD Radeon HD 6530,GPU,2011-05-14,40.0,39.0,627.0,650.0,AMD
ATI Radeon 9800 PRO,GPU,2003-10-01,150.0,47.0,117.0,380.0,ATI
AMD FirePro W4100,GPU,2014-08-13,28.0,50.0,1500.0,630.0,AMD
AMD Radeon RX Vega 11,GPU,2018-02-12,14.0,65.0,4940.0,300.0,AMD
AMD Radeon RX 550 512SP,GPU,2017-10-13,14.0,50.0,3000.0,1019.0,AMD
NVIDIA GeForce GTX 1080,GPU,2016-05-27,16.0,180.0,7200.0,1607.0,NVIDIA
AMD Radeon Pro WX 7100,GPU,2016-11-10,14.0,130.0,5700.0,1188.0,AMD
NVIDIA GeForce GTX 760,GPU,2013-06-25,28.0,170.0,3540.0,980.0,NVIDIA
NVIDIA GRID K160Q,GPU,2013-06-28,28.0,130.0,1270.0,850.0,NVIDIA
NVIDIA Tesla M2070,GPU,2011-07-25,40.0,225.0,3100.0,574.0,NVIDIA
ATI Radeon E4690 PCIe,GPU,2009-06-01,55.0,30.0,514.0,600.0,ATI
NVIDIA GeForce GTX TITAN BLACK,GPU,2014-02-18,28.0,250.0,7080.0,889.0,NVIDIA
ATI Radeon X1950 XT AGP,GPU,2006-10-17,90.0,96.0,384.0,625.0,ATI
AMD Radeon HD 7400G IGP,GPU,2012-10-02,32.0,17.0,1303.0,327.0,AMD
NVIDIA Quadro P5000,GPU,2016-10-01,16.0,180.0,7200.0,1607.0,NVIDIA
NVIDIA GeForce GT 740 OEM,GPU,2015-04-14,28.0,65.0,2540.0,1050.0,NVIDIA
ATI Radeon X600,GPU,2004-09-01,110.0,36.0,107.0,400.0,ATI
AMD Radeon Pro W5300M,GPU,2019-11-13,7.0,85.0,6400.0,1000.0,AMD
ATI Radeon X800 PRO,GPU,2004-05-01,130.0,48.0,160.0,475.0,ATI
Intel Xeon Phi 3120A,GPU,2012-11-12,22.0,300.0,5000.0,1100.0,Intel
AMD Radeon HD 7560D IGP,GPU,2012-10-02,32.0,65.0,1303.0,760.0,AMD
NVIDIA GeForce 9400M G,GPU,2008-10-15,65.0,12.0,314.0,450.0,NVIDIA
ATI Radeon 9500,GPU,2003-03-01,150.0,12.0,110.0,275.0,ATI
NVIDIA GeForce GTS 450 Rev. 3,GPU,2012-07-11,40.0,106.0,1170.0,783.0,NVIDIA
NVIDIA Quadro FX 4000,GPU,2004-04-01,130.0,142.0,222.0,375.0,NVIDIA
AMD Radeon R7 360 896SP,GPU,2015-06-18,28.0,85.0,2080.0,1100.0,AMD
NVIDIA GeForce 8800 Ultra,GPU,2007-05-02,90.0,171.0,681.0,612.0,NVIDIA
AMD Radeon HD 7690M XT Rebrand,GPU,2012-01-04,40.0,25.0,716.0,725.0,AMD
NVIDIA GeForce 8800 GTX,GPU,2006-11-08,90.0,155.0,681.0,576.0,NVIDIA
NVIDIA GeForce 6800 GT DDL,GPU,2004-04-14,130.0,80.0,222.0,350.0,NVIDIA
ATI Radeon 9000 PRO Mac Edition,GPU,2004-03-14,150.0,28.0,36.0,275.0,ATI
AMD Radeon Pro WX 4150 Mobile,GPU,2017-03-01,14.0,50.0,3000.0,1002.0,AMD
AMD Radeon VII,GPU,2019-02-07,7.0,295.0,13230.0,1400.0,AMD
NVIDIA Quadro K1200,GPU,2015-01-28,28.0,45.0,1870.0,1058.0,NVIDIA
AMD Radeon Pro V7350X2,GPU,NaT,14.0,200.0,5700.0,1188.0,AMD
NVIDIA GeForce2 Go 200,GPU,2001-02-06,180.0,2.0,20.0,143.0,NVIDIA
Intel Xeon Phi 5120D,GPU,2013-06-17,22.0,245.0,5000.0,1053.0,Intel
NVIDIA GeForce GT 740,GPU,2014-05-29,28.0,64.0,1270.0,993.0,NVIDIA
NVIDIA Quadro K5000,GPU,2012-08-17,28.0,122.0,3540.0,706.0,NVIDIA
NVIDIA GeForce MX150,GPU,2017-05-17,14.0,10.0,1800.0,937.0,NVIDIA
NVIDIA GeForce 9200M,GPU,2008-10-15,65.0,12.0,314.0,450.0,NVIDIA
AMD Radeon R7 360E,GPU,2015-12-30,28.0,75.0,2080.0,1050.0,AMD
AMD Radeon HD 6750,GPU,2011-01-21,40.0,86.0,1040.0,700.0,AMD
AMD Radeon R5 430 OEM,GPU,2016-06-30,28.0,50.0,950.0,730.0,AMD
AMD Radeon R9 260 OEM,GPU,2013-12-21,28.0,85.0,2080.0,1100.0,AMD
AMD Radeon Graphics 512SP,GPU,2020-03-07,7.0,15.0,9800.0,400.0,AMD
NVIDIA Quadro K5100M,GPU,2013-07-23,28.0,100.0,3540.0,771.0,NVIDIA
AMD Radeon Pro 580,GPU,2017-06-05,14.0,185.0,5700.0,1100.0,AMD
NVIDIA GeForce 310 OEM,GPU,2009-11-27,40.0,31.0,260.0,589.0,NVIDIA
NVIDIA GeForce 940MX,GPU,2016-06-28,28.0,23.0,1870.0,795.0,NVIDIA
NVIDIA RTX A6000,GPU,2020-10-05,8.0,300.0,28300.0,1455.0,NVIDIA
NVIDIA GeForce 8600 GTS Mac Edition,GPU,2007-09-21,80.0,75.0,289.0,675.0,NVIDIA
NVIDIA GeForce 9500M G,GPU,2008-06-03,65.0,20.0,314.0,500.0,NVIDIA
AMD Radeon HD 7610M,GPU,2012-01-07,40.0,20.0,716.0,450.0,AMD
ATI FirePro V8750,GPU,2008-07-28,55.0,151.0,956.0,750.0,ATI
NVIDIA Tesla C2050,GPU,2011-07-25,40.0,238.0,3100.0,574.0,NVIDIA
AMD Radeon HD 7350 OEM PCI,GPU,2012-01-05,40.0,19.0,292.0,650.0,AMD
AMD Radeon RX 470 Mobile,GPU,2016-08-04,14.0,85.0,5700.0,926.0,AMD
AMD Radeon HD 6770 Green Edition,GPU,2013-04-19,40.0,86.0,1040.0,700.0,AMD
NVIDIA Quadro P620 Mobile,GPU,2018-02-01,14.0,40.0,3300.0,1177.0,NVIDIA
NVIDIA GeForce 8800 GTS 512,GPU,2007-12-11,65.0,135.0,754.0,650.0,NVIDIA
AMD Radeon HD 8510G IGP,GPU,2013-05-23,32.0,35.0,1303.0,554.0,AMD
NVIDIA Quadro M3000M,GPU,2015-08-18,28.0,75.0,5200.0,1050.0,NVIDIA
NVIDIA Tesla S1075,GPU,2008-06-01,55.0,800.0,1400.0,610.0,NVIDIA
NVIDIA Quadro K5200,GPU,2014-07-22,28.0,150.0,7080.0,667.0,NVIDIA
NVIDIA GeForce 710A,GPU,2015-03-21,28.0,45.0,1270.0,810.0,NVIDIA
AMD Radeon E9260 PCIe,GPU,2016-09-27,14.0,80.0,3000.0,1090.0,AMD
NVIDIA GeForce 8300,GPU,2007-04-17,80.0,40.0,210.0,500.0,NVIDIA
ATI Radeon X1650 XT,GPU,2006-10-30,80.0,55.0,330.0,525.0,ATI
NVIDIA GeForce 710A,GPU,2014-03-17,28.0,15.0,1020.0,719.0,NVIDIA
NVIDIA Quadro FX 5600 Mac Edition,GPU,2007-03-05,90.0,171.0,681.0,600.0,NVIDIA
ATI Radeon X1050 AGP,GPU,2007-11-25,130.0,24.0,60.0,250.0,ATI
AMD FireStream 9170,GPU,2007-11-08,55.0,105.0,666.0,800.0,AMD
NVIDIA GRID RTX T10-8,GPU,NaT,12.0,260.0,18600.0,1065.0,NVIDIA
NVIDIA GeForce GTX 1050 Mobile,GPU,2017-01-03,14.0,75.0,3300.0,1354.0,NVIDIA
NVIDIA GeForce RTX 3080 Max-Q,GPU,2021-01-12,8.0,80.0,17400.0,780.0,NVIDIA
NVIDIA GeForce GTX 1650 Max-Q,GPU,2020-04-15,12.0,50.0,4700.0,930.0,NVIDIA
NVIDIA GeForce GT 525M,GPU,2011-01-05,40.0,23.0,585.0,600.0,NVIDIA
Sony Playstation 2 GPU 90nm,GPU,2005-05-26,90.0,45.0,54.0,147.0,Other
AMD Radeon HD 7660D IGP,GPU,2012-10-02,32.0,100.0,1303.0,760.0,AMD
NVIDIA GeForce GT 610 PCI,GPU,2012-04-02,40.0,29.0,292.0,810.0,NVIDIA
ATI Radeon HD 3850 AGP,GPU,2008-01-03,55.0,75.0,666.0,668.0,ATI
ATI FirePro V5700,GPU,2008-08-08,55.0,56.0,514.0,700.0,ATI
NVIDIA GeForce GTX 680MX Mac Edition,GPU,2012-10-23,28.0,122.0,3540.0,719.0,NVIDIA
NVIDIA GRID A100A,GPU,2020-05-14,7.0,400.0,54200.0,900.0,NVIDIA
NVIDIA GeForce RTX 2070 Max-Q,GPU,2019-01-29,12.0,90.0,10800.0,885.0,NVIDIA
ATI Radeon HD 4350,GPU,2008-09-30,55.0,20.0,242.0,600.0,ATI
3dfx Voodoo4-2 4200 PCI 16 MB,GPU,NaT,180.0,15.0,14.0,166.0,Other
AMD Radeon HD 6570 OEM,GPU,2011-02-07,40.0,44.0,716.0,650.0,AMD
AMD Radeon R7 240 OEM,GPU,2013-11-01,28.0,50.0,950.0,730.0,AMD
ATI FireGL V7350,GPU,2005-10-01,90.0,111.0,321.0,600.0,ATI
ATI Radeon HD 5870 Eyefinity 6,GPU,2010-03-11,40.0,228.0,2154.0,850.0,ATI
AMD FirePro D700,GPU,2014-01-18,28.0,274.0,4313.0,850.0,AMD
NVIDIA GeForce 9100M G mGPU Intel,GPU,2008-07-29,65.0,12.0,314.0,450.0,Intel
ATI Radeon 9600,GPU,2003-10-01,130.0,12.0,60.0,324.0,ATI
NVIDIA GeForce GTX 260M,GPU,2009-03-03,65.0,65.0,754.0,550.0,NVIDIA
AMD Radeon 550X 640SP,GPU,2018-04-11,14.0,50.0,2200.0,1019.0,AMD
Intel Aubrey Isle,GPU,2010-05-31,45.0,300.0,2300.0,1200.0,Intel
ATI Radeon HD 3570,GPU,2010-07-05,55.0,30.0,181.0,796.0,ATI
AMD Radeon E9174 MXM,GPU,2017-10-03,14.0,50.0,2200.0,1124.0,AMD
NVIDIA GeForce 9700M GT,GPU,2008-07-29,65.0,45.0,314.0,625.0,NVIDIA
ATI Radeon HD 2900 XTX,GPU,NaT,80.0,240.0,720.0,743.0,ATI
AMD Radeon Pro 5500 XT,GPU,2020-08-04,7.0,125.0,6400.0,1187.0,AMD
AMD Radeon RX 480 Mobile,GPU,2016-08-04,14.0,100.0,5700.0,1000.0,AMD
ATI Radeon HD 5450 PCI,GPU,2010-02-04,40.0,19.0,292.0,650.0,ATI
ATI Radeon X850 XT Platinum,GPU,2004-12-21,130.0,67.0,160.0,540.0,ATI
NVIDIA GeForce GT 330M Mac Edition,GPU,2010-04-26,40.0,23.0,486.0,500.0,NVIDIA
ATI FirePro RG220,GPU,2008-05-01,55.0,35.0,242.0,500.0,ATI
NVIDIA TITAN V,GPU,2017-12-07,12.0,250.0,21100.0,1200.0,NVIDIA
NVIDIA GeForce GTS 150 OEM,GPU,2009-03-10,65.0,141.0,754.0,738.0,NVIDIA
ATI Radeon HD 2400 XT,GPU,2007-06-28,65.0,25.0,180.0,650.0,ATI
NVIDIA GeForce RTX 2070,GPU,2018-10-17,12.0,175.0,10800.0,1410.0,NVIDIA
NVIDIA GeForce GTX 780 Rev. 2,GPU,2013-09-10,28.0,250.0,7080.0,863.0,NVIDIA
AMD FirePro D300,GPU,2014-01-18,28.0,150.0,2800.0,850.0,AMD
NVIDIA GeForce 825M,GPU,2014-01-27,28.0,33.0,1020.0,850.0,NVIDIA
NVIDIA GeForce 720A,GPU,2014-07-01,28.0,33.0,585.0,775.0,NVIDIA
NVIDIA GeForce 705M,GPU,2013-09-27,28.0,15.0,585.0,738.0,NVIDIA
NVIDIA GeForce GTX 555 OEM,GPU,2011-05-14,40.0,150.0,1950.0,736.0,NVIDIA
AMD Radeon HD 6990M,GPU,2011-07-12,40.0,100.0,1700.0,715.0,AMD
NVIDIA GeForce 7300 GT Mac Edition,GPU,2006-08-26,90.0,24.0,177.0,350.0,NVIDIA
NVIDIA GeForce 210 Rev. 2,GPU,2009-10-12,40.0,31.0,260.0,520.0,NVIDIA
AMD Radeon RX 550,GPU,2017-04-20,14.0,50.0,2200.0,1100.0,AMD
AMD Radeon HD 8970M,GPU,2013-05-14,28.0,100.0,2800.0,850.0,AMD
ATI Mobility Radeon 7500,GPU,2001-12-01,150.0,27.0,60.0,280.0,ATI
AMD Radeon HD 8410G IGP,GPU,2013-05-23,32.0,35.0,1303.0,450.0,AMD
AMD Radeon R9 Nano,GPU,2015-08-27,28.0,175.0,8900.0,1000.0,AMD
NVIDIA GeForce 8800 GS Mac Edition,GPU,2008-01-31,65.0,105.0,754.0,500.0,NVIDIA
AMD Radeon RX 460 1024SP,GPU,2017-01-17,14.0,75.0,3000.0,1090.0,AMD
NVIDIA GeForce GT 720,GPU,2014-09-29,28.0,19.0,1020.0,797.0,NVIDIA
AMD Radeon RX 6800 XT,GPU,2020-10-28,7.0,300.0,26800.0,1825.0,AMD
AMD Radeon HD 7470M,GPU,2012-01-07,40.0,25.0,370.0,750.0,AMD
NVIDIA GeForce GT 620 OEM,GPU,2012-04-02,40.0,30.0,292.0,810.0,NVIDIA
ATI Radeon X1300 PRO,GPU,2005-10-01,90.0,31.0,107.0,600.0,ATI
AMD FirePro W2100,GPU,2014-08-12,28.0,26.0,950.0,630.0,AMD
AMD Radeon RX 6700 XT,GPU,2021-03-03,7.0,230.0,17200.0,2321.0,AMD
NVIDIA GeForce 9500M GS,GPU,2008-02-01,80.0,20.0,289.0,475.0,NVIDIA
AMD FirePro S10000,GPU,2012-11-12,28.0,375.0,4313.0,825.0,AMD
NVIDIA GeForce 705A,GPU,2013-10-01,40.0,15.0,292.0,738.0,NVIDIA
NVIDIA GeForce Go 6250,GPU,2006-02-01,110.0,10.0,75.0,400.0,NVIDIA
NVIDIA Quadro P4200 Mobile,GPU,2018-02-21,16.0,100.0,7200.0,1227.0,NVIDIA
NVIDIA GeForce2 Go,GPU,2000-11-11,180.0,2.0,20.0,143.0,NVIDIA
ATI FirePro V4800,GPU,2010-04-26,40.0,69.0,627.0,775.0,ATI
NVIDIA GeForce GTX 280,GPU,2008-06-16,65.0,236.0,1400.0,602.0,NVIDIA
ATI FirePro 2450 Multi-View PCIe x1,GPU,2009-01-01,55.0,32.0,181.0,400.0,ATI
NVIDIA GeForce RTX 3080 Mobile,GPU,2021-01-12,8.0,115.0,17400.0,1110.0,NVIDIA
NVIDIA Quadro FX 380 LP,GPU,2009-12-01,40.0,28.0,260.0,550.0,NVIDIA
ATI FirePro V8700,GPU,2008-09-11,55.0,151.0,956.0,750.0,ATI
ATI Radeon X1600 PRO,GPU,2007-10-01,90.0,41.0,157.0,500.0,ATI
NVIDIA GeForce RTX 3090,GPU,2020-09-01,8.0,350.0,28300.0,1395.0,NVIDIA
AMD FirePro W9100,GPU,2014-03-26,28.0,275.0,6200.0,930.0,AMD
NVIDIA GeForce 7800 GTX,GPU,2005-06-22,110.0,86.0,302.0,430.0,NVIDIA
NVIDIA Tesla M2070-Q,GPU,2011-07-25,40.0,225.0,3100.0,574.0,NVIDIA
NVIDIA Tesla X2090,GPU,2011-07-25,40.0,225.0,3000.0,651.0,NVIDIA
NVIDIA GeForce GT 720A,GPU,2014-07-01,28.0,33.0,585.0,775.0,NVIDIA
NVIDIA GeForce GTX 285,GPU,2008-12-23,55.0,204.0,1400.0,648.0,NVIDIA
ATI Radeon 9100,GPU,2003-04-01,150.0,28.0,60.0,250.0,ATI
NVIDIA GeForce GTS 360M,GPU,2010-01-07,40.0,38.0,727.0,550.0,NVIDIA
AMD Radeon Pro WX 9100,GPU,2017-07-10,14.0,230.0,12500.0,1200.0,AMD
NVIDIA GeForce GT 520M,GPU,2011-01-05,40.0,12.0,292.0,740.0,NVIDIA
AMD Radeon R7 350 OEM,GPU,2015-05-05,28.0,65.0,950.0,1000.0,AMD
AMD Radeon HD 7690M,GPU,2011-12-25,40.0,20.0,716.0,725.0,AMD
NVIDIA Quadro FX 3700,GPU,2008-01-08,65.0,78.0,754.0,500.0,NVIDIA
NVIDIA GeForce GT 640,GPU,2012-06-05,28.0,65.0,1270.0,902.0,NVIDIA
NVIDIA GeForce GTX 260 Core 216 Rev. 2,GPU,2008-11-27,55.0,171.0,1400.0,576.0,NVIDIA
ATI Radeon HD 5950,GPU,NaT,40.0,302.0,2154.0,725.0,ATI
ATI Mobility Radeon HD 540v,GPU,2010-05-05,55.0,15.0,242.0,550.0,ATI
NVIDIA Quadro NVS 280 AGP,GPU,2004-05-25,150.0,13.0,45.0,275.0,NVIDIA
ATI Radeon HD 4730,GPU,2009-06-08,55.0,110.0,956.0,750.0,ATI
NVIDIA Quadro FX 880M,GPU,2010-01-07,40.0,35.0,486.0,550.0,NVIDIA
AMD Radeon HD 7500G IGP,GPU,2012-05-15,32.0,17.0,1303.0,327.0,AMD
ATI Radeon HD 4250,GPU,2009-02-25,55.0,25.0,181.0,594.0,ATI
NVIDIA P102-100,GPU,2018-02-12,16.0,250.0,11800.0,1582.0,NVIDIA
AMD Radeon HD 6750M,GPU,2011-01-04,40.0,35.0,716.0,600.0,AMD
NVIDIA Quadro CX,GPU,2008-11-11,55.0,150.0,1400.0,602.0,NVIDIA
NVIDIA Tesla M6,GPU,2015-08-30,28.0,100.0,5200.0,930.0,NVIDIA
ATI Mobility Radeon HD 3430,GPU,2008-07-25,55.0,12.0,181.0,450.0,ATI
NVIDIA Quadro K610M,GPU,2013-07-23,28.0,30.0,1020.0,980.0,NVIDIA
AMD Radeon Pro WX Vega M GL,GPU,2018-04-24,14.0,65.0,5000.0,931.0,AMD
AMD Radeon Pro 580X,GPU,2019-03-18,14.0,185.0,5700.0,1100.0,AMD
Sony Playstation 2 GPU 250nm,GPU,2000-03-04,250.0,79.0,54.0,147.0,Other
NVIDIA GeForce GT 120M,GPU,2009-06-15,55.0,14.0,314.0,500.0,NVIDIA
AMD FirePro S9000,GPU,2012-08-24,28.0,225.0,4313.0,900.0,AMD
AMD Radeon R2 Mobile Graphics,GPU,2015-01-28,28.0,100.0,930.0,300.0,AMD
ATI Xbox 360 S GPU,GPU,2010-06-19,45.0,133.0,372.0,500.0,ATI
AMD Radeon HD 8240 Mobile IGP,GPU,2013-11-01,28.0,15.0,1178.0,400.0,AMD
AMD Radeon RX 5300,GPU,2020-05-28,7.0,100.0,6400.0,1327.0,AMD
AMD Radeon HD 6450 OEM,GPU,2011-02-07,40.0,18.0,370.0,625.0,AMD
NVIDIA Quadro P5000 Mobile,GPU,2017-01-11,16.0,100.0,7200.0,1278.0,NVIDIA
NVIDIA Quadro FX 5800,GPU,2008-11-11,55.0,189.0,1400.0,610.0,NVIDIA
AMD Radeon HD 7650M Rebrand,GPU,2012-03-28,40.0,20.0,716.0,485.0,AMD
NVIDIA Quadro P1000 Mobile,GPU,2017-02-07,14.0,40.0,3300.0,1303.0,NVIDIA
ATI Radeon 9000 PRO,GPU,2002-07-18,150.0,28.0,36.0,275.0,ATI
ATI Radeon HD 4770,GPU,2009-04-28,40.0,80.0,826.0,750.0,ATI
NVIDIA GeForce GT 555M,GPU,2012-03-26,40.0,35.0,1170.0,675.0,NVIDIA
NVIDIA GeForce GTX 560 Ti,GPU,2011-01-25,40.0,170.0,1950.0,823.0,NVIDIA
NVIDIA GeForce 205 OEM,GPU,2009-11-26,40.0,31.0,260.0,589.0,NVIDIA
NVIDIA GeForce RTX 2070 Mobile,GPU,2019-01-29,12.0,115.0,10800.0,1215.0,NVIDIA
NVIDIA GeForce2 Go,GPU,2000-11-11,180.0,2.0,20.0,143.0,NVIDIA
NVIDIA GeForce GTX 780 6 GB,GPU,2013-09-10,28.0,250.0,7080.0,863.0,NVIDIA
ATI Mobility Radeon HD 550v,GPU,2010-05-05,55.0,10.0,514.0,450.0,ATI
NVIDIA GeForce MX450 30.5W 10Gbps,GPU,2020-08-25,12.0,31.0,4700.0,1395.0,NVIDIA
ATI Radeon HD 2350 PRO,GPU,2007-01-01,65.0,20.0,180.0,525.0,ATI
